rank,track,artist,week,month,day,year,season,time_since_covid,covid_period,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1,Truth Hurts,Lizzo,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.715,0.624,0.624,-3.046,minor,0.114,0.11,0,0.123,0.412,158.087,173325,4
2,Senorita,Shawn Mendes & Camila Cabello,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.759,0.54,0.54,-6.039,minor,0.0287,0.037,0,0.0945,0.75,116.947,190960,4
3,Bad Guy,Billie Eilish,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.701,0.425,0.425,-10.965,major,0.375,0.328,0.13,0.1,0.562,135.128,194088,4
4,Ran$om,Lil Tecca,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.745,0.642,0.642,-6.257,minor,0.287,0.0204,0,0.0658,0.226,179.974,131240,4
5,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.878,0.619,0.619,-5.56,major,0.102,0.0533,0,0.113,0.639,136.041,157067,4
6,No Guidance,Chris Brown Featuring Drake,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.696,0.454,0.454,-6.756,minor,0.153,0.123,0,0.155,0.136,92.928,260640,4
7,Circles,Post Malone,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.695,0.762,0.762,-3.497,major,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280,4
8,I Dont Care,Ed Sheeran & Justin Bieber,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.798,0.675,0.675,-5.041,major,0.0442,0.0912,0,0.0894,0.842,101.956,219947,4
9,Talk,Khalid,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.523,0.606,0.606,-4.754,minor,0.0301,0.512,0,0.106,0.065,145.837,217867,4
10,Goodbyes,Post Malone Featuring Young Thug,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.548,0.653,0.653,-3.875,major,0.081,0.456,0,0.103,0.163,150.068,174853,4
11,Someone You Loved,Lewis Capaldi,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.501,0.405,0.405,-5.679,major,0.0319,0.751,0,0.105,0.446,109.891,182161,4
12,You Need To Calm Down,Taylor Swift,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.771,0.671,0.671,-5.617,major,0.0553,0.00929,0,0.0637,0.714,85.026,171360,4
13,Sucker,Jonas Brothers,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.842,0.734,0.734,-5.065,minor,0.0588,0.0427,0,0.106,0.952,137.958,181027,4
14,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.76,0.479,0.479,-5.574,major,0.0466,0.556,0,0.0703,0.913,89.911,158040,4
15,Money In The Grave,Drake Featuring Rick Ross,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.831,0.502,0.502,-4.045,minor,0.046,0.101,0,0.122,0.101,100.541,205427,4
16,If I Cant Have You,Shawn Mendes,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.692,0.809,0.809,-4.198,major,0.0602,0.524,0,0.147,0.864,123.911,190800,4
17,Beautiful People,Ed Sheeran Featuring Khalid,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.64,0.648,0.648,-8.113,minor,0.187,0.124,0,0.0802,0.548,92.977,197867,4
18,Suge,DaBaby,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.876,0.662,0.662,-6.482,minor,0.426,0.0608,0,0.127,0.844,75.445,163320,4
19,Boyfriend,Ariana Grande & Social House,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.4,0.795,0.795,-3.731,minor,0.461,0.119,0,0.159,0.702,190.097,186107,4
20,The Git Up,Blanco Brown,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.847,0.678,0.678,-8.635,major,0.109,0.0669,0,0.274,0.811,97.984,200594,4
21,Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.872,0.814,0.814,-4.568,major,0.155,0.00485,1.96e-6,0.214,0.57,98.985,199427,4
22,My Type,Saweetie,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.899,0.811,0.811,-6.294,major,0.258,6.77e-4,0,0.0672,0.587,105.038,126446,4
23,Lover,Taylor Swift,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.359,0.543,0.543,-7.582,major,0.0919,0.492,1.58e-5,0.118,0.453,68.534,221307,4
24,The London,"Young Thug, J. Cole & Travis Scott",2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.796,0.586,0.586,-6.946,minor,0.147,0.0247,0,0.132,0.179,97.981,200107,4
25,Dancing With A Stranger,Sam Smith & Normani,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.741,0.52,0.52,-7.513,major,0.0656,0.45,1.97e-6,0.222,0.347,102.998,171030,4
26,Baby,Lil Baby & DaBaby,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.728,0.859,0.859,-5.237,minor,0.137,0.0401,0,0.111,0.535,65.043,214240,4
27,Wow.,Post Malone,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.829,0.539,0.539,-7.359,minor,0.208,0.136,1.78e-6,0.103,0.388,99.96,149547,4
28,Pop Out,Polo G Featuring Lil Tjay,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.772,0.639,0.639,-7.119,major,0.467,0.15,0,0.0698,0.261,168.112,166560,4
29,Panini,Lil Nas X,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.717,0.598,0.598,-5.613,minor,0.0809,0.22,0,0.122,0.496,153.905,151040,4
30,Without Me,Halsey,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.752,0.488,0.488,-7.05,major,0.0705,0.297,9.11e-6,0.0936,0.533,136.041,201661,4
31,Knockin Boots,Luke Bryan,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.739,0.682,0.682,-3.728,major,0.205,0.129,0,0.328,0.634,131.983,199382,4
32,How Do You Sleep?,Sam Smith,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.477,0.682,0.682,-4.931,minor,0.0925,0.153,0,0.0763,0.345,110.567,202205,5
33,Beer Never Broke My Heart,Luke Combs,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.538,0.863,0.863,-4.483,major,0.0481,0.0139,0,0.0874,0.637,77.001,186733,4
34,Speechless,Dan + Shay,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.616,0.438,0.438,-5.968,major,0.0298,0.356,0,0.24,0.386,135.929,213387,4
35,Only Human,Jonas Brothers,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.795,0.496,0.496,-5.883,major,0.0722,0.108,0,0.0645,0.874,94.01,183000,4
36,Cash Shit,Megan Thee Stallion Featuring DaBaby,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.921,0.635,0.635,-4.904,major,0.416,0.0218,0,0.0946,0.549,130.028,192540,4
37,Trampoline,SHAED,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.689,0.412,0.412,-7.523,minor,0.0301,0.488,1.6e-4,0.0659,0.537,126.754,184060,4
38,Hot,Young Thug Featuring Gunna,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.782,0.559,0.559,-7.106,minor,0.0767,0.125,0,0.385,0.685,129.992,188344,1
39,"Hey Look Ma, I Made It",Panic! At The Disco,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.577,0.833,0.833,-3.337,major,0.0695,0.0137,0,0.121,0.58,107.936,169667,4
40,7 Rings,Ariana Grande,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.778,0.317,0.317,-10.732,minor,0.334,0.592,0,0.0881,0.327,140.048,178627,4
41,Good As Hell,Lizzo,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.682,0.919,0.919,-3.18,minor,0.0875,0.256,0,0.442,0.535,95.982,159736,4
42,One Thing Right,Marshmello & Kane Brown,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.659,0.623,0.623,-2.253,major,0.0451,0.0667,0,0.582,0.439,88.042,181824,4
43,Whiskey Glasses,Morgan Wallen,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.614,0.68,0.68,-4.58,major,0.0289,0.369,1.84e-6,0.115,0.707,149.959,234347,4
44,Gods Country,Blake Shelton,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.538,0.752,0.752,-5.106,major,0.0396,0.0608,5.39e-6,0.118,0.217,139.984,205107,4
45,On Chill,Wale Featuring Jeremih,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.597,0.733,0.733,-6.017,major,0.41,0.134,0,0.159,0.639,171.016,214035,4
46,Shotta Flow,NLE Choppa,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.888,0.43,0.43,-6.728,major,0.588,0.0786,1.58e-6,0.132,0.45,120.088,160013,4
47,All To Myself,Dan + Shay,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.646,0.781,0.781,-4.616,major,0.0313,0.208,0,0.125,0.565,94.975,169920,4
48,The Ones That Didnt Make It Back Home,Justin Moore,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.537,0.784,0.784,-4.869,major,0.034,0.0979,0,0.224,0.468,137.995,191018,4
49,China,"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.786,0.808,0.808,-3.702,major,0.0882,0.0846,2.89e-4,0.0822,0.609,105.027,301714,4
50,I Dont Know About You,Chris Lane,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.593,0.81,0.81,-5.733,major,0.0625,0.602,0,0.119,0.712,144.011,207933,4
51,Motivation,Normani,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.599,0.887,0.887,-3.967,major,0.0984,0.0192,1.21e-6,0.3,0.881,170.918,193837,4
52,Bad Bad Bad,Young Thug Featuring Lil Baby,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.974,0.596,0.596,-8.888,major,0.184,0.0976,0,0.151,0.892,111.959,149040,4
53,Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.725,0.79,0.79,-2.331,major,0.197,0.0711,1.14e-6,0.0602,0.763,175.988,287773,4
54,ME!,Taylor Swift Featuring Brendon Urie,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.57,0.657,0.657,-4.571,major,0.0262,0.431,0,0.0777,0.721,142.031,210373,4
55,Lalala,Y2K & bbno$,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.843,0.391,0.391,-7.899,major,0.0845,0.181,0,0.137,0.496,129.972,160627,4
56,Rearview Town,Jason Aldean,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.526,0.85,0.85,-4.47,minor,0.0313,0.023,0,0.0948,0.338,141.973,184173,4
57,Living,Dierks Bentley,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.517,0.813,0.813,-6.325,major,0.0558,0.0153,0,0.106,0.444,83.005,222147,4
58,Queen Of Mean,Sarah Jeffery,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.543,0.787,0.787,-6.52,major,0.241,0.248,0,0.0778,0.343,173.702,189397,4
59,Doin Time,Lana Del Rey,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.649,0.538,0.538,-11.196,minor,0.0519,0.372,0.00632,0.0951,0.496,144.979,202193,4
60,Time,NF,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.677,0.688,0.688,-4.058,minor,0.0633,0.138,0,0.114,0.198,98.049,240429,4
61,The Man,Taylor Swift,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.777,0.658,0.658,-5.191,major,0.054,0.0767,0,0.0901,0.633,110.048,190360,4
62,Easier,5 Seconds Of Summer,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.562,0.46,0.46,-4.173,major,0.259,0.476,0,0.107,0.623,176.055,158099,4
63,Callaita,Bad Bunny & Tainy,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.61,0.624,0.624,-4.773,major,0.309,0.6,2.12e-6,0.243,0.244,176.169,250534,4
64,Did It Again,Lil Tecca,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.686,0.561,0.561,-9.929,minor,0.191,0.185,0,0.114,0.186,148.775,116240,4
65,Prayed For You,Matt Stell,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.6,0.698,0.698,-5.86,major,0.0355,0.0724,1.64e-6,0.113,0.57,140.032,210373,4
66,Southbound,Carrie Underwood,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.614,0.884,0.884,-4.019,major,0.0402,0.00122,0,0.077,0.721,100.531,202853,4
67,Slide Away,Miley Cyrus,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.53,0.538,0.538,-6.672,major,0.0335,0.17,2.83e-6,0.248,0.288,148.051,233654,4
68,F.N,Lil Tjay,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.567,0.515,0.515,-10.265,minor,0.247,0.354,0,0.078,0.321,120.1,224000,1
69,Babushka Boi,A$AP Rocky,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.897,0.743,0.743,-5.446,minor,0.222,0.304,4.44e-5,0.137,0.905,134.979,187105,4
70,Ballin,Mustard & Roddy Ricch,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.809,0.545,0.545,-6.678,major,0.0735,0.392,0,0.151,0.244,97.008,180435,4
71,Cruel Summer,Taylor Swift,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.552,0.702,0.702,-5.707,major,0.157,0.117,2.06e-5,0.105,0.564,169.994,178427,4
72,Hate Me,Ellie Goulding & Juice WRLD,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.657,0.768,0.768,-4.628,major,0.0507,0.108,0,0.144,0.759,75.025,186223,4
73,Right Back,Khalid Featuring A Boogie Wit da Hoodie,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.786,0.428,0.428,-10.011,minor,0.31,0.0933,1.1e-6,0.156,0.556,97.001,255000,4
74,I Forgot That You Existed,Taylor Swift,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.664,0.316,0.316,-10.345,major,0.519,0.298,2.03e-6,0.0812,0.541,92.875,170640,4
75,Love You Too Late,Cole Swindell,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.542,0.797,0.797,-4.45,minor,0.0379,0.00111,0,0.0906,0.593,113.95,204720,4
76,Call You Mine,The Chainsmokers & Bebe Rexha,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.585,0.696,0.696,-5.6,minor,0.0307,0.204,0,0.344,0.522,104.01,217640,4
77,Heat,Chris Brown Featuring Gunna,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.357,0.425,0.425,-7.301,major,0.0333,0.584,0,0.322,0.27,102.078,198040,3
78,Press,Cardi B,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.859,0.558,0.558,-8.991,minor,0.0902,0.659,0.324,0.124,0.357,114.978,144391,4
79,No Me Conoce,"Jhay Cortez, J Balvin & Bad Bunny",2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.806,0.786,0.786,-3.831,minor,0.0741,0.145,0,0.0935,0.58,91.973,309120,4
80,Out Of Luck,Lil Tecca,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.563,0.624,0.624,-8.271,major,0.287,0.0439,0,0.111,0.337,152.068,163267,4
81,Baguettes In The Face,"Mustard featuring NAV, Playboi Carti & A Boogie Wit da Hoodie",2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.883,0.525,0.525,-8.054,minor,0.0633,0.189,0,0.0971,0.312,99.978,174100,4
82,One Man Band,Old Dominion,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.706,0.358,0.358,-8.331,major,0.0347,0.677,0,0.107,0.478,75.991,186240,4
83,Its You,Ali Gatie,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.732,0.463,0.463,-6.972,minor,0.0287,0.374,0,0.194,0.397,95.971,212607,4
84,Shots,Lil Tecca,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.825,0.856,0.856,-1.912,major,0.0476,0.00851,1.4e-6,0.127,0.207,128.016,222133,4
85,Tip Of My Tongue,Kenny Chesney,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.669,0.56,0.56,-5.003,major,0.0251,0.0821,0,0.0703,0.49,95,199413,4
86,Juice,Lizzo,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.767,0.889,0.889,-2.988,major,0.0963,0.00611,0,0.402,0.843,119.93,195145,4
87,Go Loko,"YG, Tyga & Jon Z",2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.88,0.67,0.67,-5.177,major,0.0468,0.325,4.17e-6,0.0662,0.131,101.008,299227,4
88,Baby Sitter,DaBaby Featuring Offset,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.852,0.73,0.73,-5.803,major,0.0579,0.0219,0,0.336,0.394,92.506,157693,4
89,Bezerk,Big Sean Featuring A$AP Ferg & Hit-Boy,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.684,0.687,0.687,-4.673,major,0.2,0.0164,0,0.253,0.265,184.026,151067,4
90,Good Vibes,Chris Janson,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.582,0.846,0.846,-2.771,major,0.0451,0.022,0,0.133,0.736,92.004,165587,4
91,What Happens In A Small Town,Brantley Gilbert + Lindsay Ell,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.496,0.775,0.775,-5.304,major,0.0411,9.27e-4,0,0.14,0.478,138.165,202587,4
92,Buy My Own Drinks,Runaway June,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.686,0.9,0.9,-4.406,major,0.0614,0.068,0,0.0985,0.962,155.963,206293,4
93,Higher Love,Kygo X Whitney Houston,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.693,0.678,0.678,-7.159,major,0.0324,0.0154,6.05e-6,0.101,0.404,103.952,228267,4
94,God Only Knows,for KING & COUNTRY,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.597,0.417,0.417,-7.952,major,0.0502,0.395,8.35e-6,0.128,0.263,143.839,229760,4
95,Wish Wish,DJ Khaled Featuring Cardi B & 21 Savage,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.861,0.666,0.666,-5.18,minor,0.343,0.00218,0,0.272,0.853,145.041,202625,4
96,The Bones,Maren Morris,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.612,0.57,0.57,-6.642,minor,0.0347,0.278,0,0.0963,0.334,77.002,197293,4
97,Love Me,Lil Tecca,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.468,0.707,0.707,-4.39,minor,0.0327,0.0103,0,0.0766,0.221,99.083,236041,4
98,La Cancion,J Balvin & Bad Bunny,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.754,0.646,0.646,-5.795,major,0.317,0.152,1.85e-5,0.108,0.429,176.089,242573,4
99,We Were,Keith Urban,2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.44,0.803,0.803,-6.162,major,0.0512,0.127,0,0.128,0.633,79.312,189104,4
100,Soltera,"Lunay, Daddy Yankee & Bad Bunny",2019-09-14,Sep,14,2019,Summer,-128,pre_covid,0.795,0.783,0.783,-4.271,major,0.0432,0.361,0,0.437,0.799,92.01,266087,4
1,Truth Hurts,Lizzo,2019-09-21,Sep,21,2019,Fall,-121,pre_covid,0.715,0.624,0.624,-3.046,minor,0.114,0.11,0,0.123,0.412,158.087,173325,4
2,Senorita,Shawn Mendes & Camila Cabello,2019-09-21,Sep,21,2019,Fall,-121,pre_covid,0.759,0.54,0.54,-6.039,minor,0.0287,0.037,0,0.0945,0.75,116.947,190960,4
3,Goodbyes,Post Malone Featuring Young Thug,2019-09-21,Sep,21,2019,Fall,-121,pre_covid,0.548,0.653,0.653,-3.875,major,0.081,0.456,0,0.103,0.163,150.068,174853,4
4,Circles,Post Malone,2019-09-21,Sep,21,2019,Fall,-121,pre_covid,0.695,0.762,0.762,-3.497,major,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280,4
5,Bad Guy,Billie Eilish,2019-09-21,Sep,21,2019,Fall,-121,pre_covid,0.701,0.425,0.425,-10.965,major,0.375,0.328,0.13,0.1,0.562,135.128,194088,4
6,Ran$om,Lil Tecca,2019-09-21,Sep,21,2019,Fall,-121,pre_covid,0.745,0.642,0.642,-6.257,minor,0.287,0.0204,0,0.0658,0.226,179.974,131240,4
7,No Guidance,Chris Brown Featuring Drake,2019-09-21,Sep,21,2019,Fall,-121,pre_covid,0.696,0.454,0.454,-6.756,minor,0.153,0.123,0,0.155,0.136,92.928,260640,4
8,Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott,2019-09-21,Sep,21,2019,Fall,-121,pre_covid,0.499,0.8,0.8,-2.665,minor,0.0502,0.0906,0,0.147,0.272,139.919,229573,4
9,Someone You Loved,Lewis Capaldi,2019-09-21,Sep,21,2019,Fall,-121,pre_covid,0.501,0.405,0.405,-5.679,major,0.0319,0.751,0,0.105,0.446,109.891,182161,4
10,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,2019-09-21,Sep,21,2019,Fall,-121,pre_covid,0.76,0.479,0.479,-5.574,major,0.0466,0.556,0,0.0703,0.913,89.911,158040,4
11,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,2019-09-21,Sep,21,2019,Fall,-121,pre_covid,0.878,0.619,0.619,-5.56,major,0.102,0.0533,0,0.113,0.639,136.041,157067,4
12,Talk,Khalid,2019-09-21,Sep,21,2019,Fall,-121,pre_covid,0.523,0.606,0.606,-4.754,minor,0.0301,0.512,0,0.106,0.065,145.837,217867,4
13,I Dont Care,Ed Sheeran & Justin Bieber,2019-09-21,Sep,21,2019,Fall,-121,pre_covid,0.798,0.675,0.675,-5.041,major,0.0442,0.0912,0,0.0894,0.842,101.956,219947,4
14,Panini,Lil Nas X,2019-09-21,Sep,21,2019,Fall,-121,pre_covid,0.717,0.598,0.598,-5.613,minor,0.0809,0.22,0,0.122,0.496,153.905,151040,4
15,Hollywoods Bleeding,Post Malone,2019-09-21,Sep,21,2019,Fall,-121,pre_covid,0.405,0.646,0.646,-3.206,minor,0.0476,0.331,0,0.103,0.17,130.218,156267,4
16,Enemies,Post Malone Featuring DaBaby,2019-09-21,Sep,21,2019,Fall,-121,pre_covid,0.542,0.674,0.674,-4.169,major,0.21,0.0588,0,0.0955,0.667,76.388,196760,4
17,Wow.,Post Malone,2019-09-21,Sep,21,2019,Fall,-121,pre_covid,0.829,0.539,0.539,-7.359,minor,0.208,0.136,1.78e-6,0.103,0.388,99.96,149547,4
18,Saint-Tropez,Post Malone,2019-09-21,Sep,21,2019,Fall,-121,pre_covid,0.617,0.684,0.684,-3.618,major,0.0439,0.0545,0,0.104,0.295,132.113,150867,4
19,Sucker,Jonas Brothers,2019-09-21,Sep,21,2019,Fall,-121,pre_covid,0.842,0.734,0.734,-5.065,minor,0.0588,0.0427,0,0.106,0.952,137.958,181027,4
20,Die For Me,Post Malone Featuring Future & Halsey,2019-09-21,Sep,21,2019,Fall,-121,pre_covid,0.614,0.66,0.66,-2.848,major,0.0441,0.19,0,0.211,0.452,145.01,245267,4
21,Money In The Grave,Drake Featuring Rick Ross,2019-09-21,Sep,21,2019,Fall,-121,pre_covid,0.831,0.502,0.502,-4.045,minor,0.046,0.101,0,0.122,0.101,100.541,205427,4
22,On The Road,Post Malone Featuring Meek Mill & Lil Baby,2019-09-21,Sep,21,2019,Fall,-121,pre_covid,0.442,0.737,0.737,-5.046,major,0.109,0.0589,0,0.102,0.21,112.93,218320,5
23,Beautiful People,Ed Sheeran Featuring Khalid,2019-09-21,Sep,21,2019,Fall,-121,pre_covid,0.64,0.648,0.648,-8.113,minor,0.187,0.124,0,0.0802,0.548,92.977,197867,4
24,You Need To Calm Down,Taylor Swift,2019-09-21,Sep,21,2019,Fall,-121,pre_covid,0.771,0.671,0.671,-5.617,major,0.0553,0.00929,0,0.0637,0.714,85.026,171360,4
25,Boyfriend,Ariana Grande & Social House,2019-09-21,Sep,21,2019,Fall,-121,pre_covid,0.4,0.795,0.795,-3.731,minor,0.461,0.119,0,0.159,0.702,190.097,186107,4
26,Suge,DaBaby,2019-09-21,Sep,21,2019,Fall,-121,pre_covid,0.876,0.662,0.662,-6.482,minor,0.426,0.0608,0,0.127,0.844,75.445,163320,4
27,If I Cant Have You,Shawn Mendes,2019-09-21,Sep,21,2019,Fall,-121,pre_covid,0.692,0.809,0.809,-4.198,major,0.0602,0.524,0,0.147,0.864,123.911,190800,4
28,Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",2019-09-21,Sep,21,2019,Fall,-121,pre_covid,0.872,0.814,0.814,-4.568,major,0.155,0.00485,1.96e-6,0.214,0.57,98.985,199427,4
29,A Thousand Bad Times,Post Malone,2019-09-21,Sep,21,2019,Fall,-121,pre_covid,0.632,0.732,0.732,-3.498,major,0.092,0.105,1.15e-5,0.111,0.317,159,221173,4
30,My Type,Saweetie,2019-09-21,Sep,21,2019,Fall,-121,pre_covid,0.899,0.811,0.811,-6.294,major,0.258,6.77e-4,0,0.0672,0.587,105.038,126446,4
31,The Git Up,Blanco Brown,2019-09-21,Sep,21,2019,Fall,-121,pre_covid,0.847,0.678,0.678,-8.635,major,0.109,0.0669,0,0.274,0.811,97.984,200594,4
32,Baby,Lil Baby & DaBaby,2019-09-21,Sep,21,2019,Fall,-121,pre_covid,0.728,0.859,0.859,-5.237,minor,0.137,0.0401,0,0.111,0.535,65.043,214240,4
33,Im Gonna Be,Post Malone,2019-09-21,Sep,21,2019,Fall,-121,pre_covid,0.746,0.559,0.559,-4.008,major,0.0316,0.703,0,0.148,0.368,117.943,200680,4
34,Staring At The Sun,Post Malone Featuring SZA,2019-09-21,Sep,21,2019,Fall,-121,pre_covid,0.724,0.772,0.772,-4.389,minor,0.184,0.25,0,0.308,0.347,95.074,168280,4
35,Dancing With A Stranger,Sam Smith & Normani,2019-09-21,Sep,21,2019,Fall,-121,pre_covid,0.741,0.52,0.52,-7.513,major,0.0656,0.45,1.97e-6,0.222,0.347,102.998,171030,4
36,The London,"Young Thug, J. Cole & Travis Scott",2019-09-21,Sep,21,2019,Fall,-121,pre_covid,0.796,0.586,0.586,-6.946,minor,0.147,0.0247,0,0.132,0.179,97.981,200107,4
37,Allergic,Post Malone,2019-09-21,Sep,21,2019,Fall,-121,pre_covid,0.665,0.741,0.741,-3.694,major,0.0787,0.154,3.02e-5,0.345,0.57,144.968,156893,4
38,Knockin Boots,Luke Bryan,2019-09-21,Sep,21,2019,Fall,-121,pre_covid,0.739,0.682,0.682,-3.728,major,0.205,0.129,0,0.328,0.634,131.983,199382,4
39,How Do You Sleep?,Sam Smith,2019-09-21,Sep,21,2019,Fall,-121,pre_covid,0.477,0.682,0.682,-4.931,minor,0.0925,0.153,0,0.0763,0.345,110.567,202205,5
40,Without Me,Halsey,2019-09-21,Sep,21,2019,Fall,-121,pre_covid,0.752,0.488,0.488,-7.05,major,0.0705,0.297,9.11e-6,0.0936,0.533,136.041,201661,4
41,Pop Out,Polo G Featuring Lil Tjay,2019-09-21,Sep,21,2019,Fall,-121,pre_covid,0.772,0.639,0.639,-7.119,major,0.467,0.15,0,0.0698,0.261,168.112,166560,4
